id,smiles,pKi
ZINC000004618051,COc1ccc(N2CCN(CC[C@@H]3OCCc4ccccc43)CC2)cc1,7.12
ZINC000004628996,Fc1ccc(N2CCN(Cc3cn4ccccc4n3)CC2)cc1,6.07
ZINC000004631553,CN(C)C[C@@H]1C[C@H]2c3cc(F)ccc3Cc3ccc(F)cc3N2O1,7.97
ZINC000004632541,Cc1ccc(N2CCN(CC[C@H]3NC(=O)c4ccccc43)CC2)cc1C,7.44
ZINC000004634575,CNC[C@H]1C[C@@H]2c3ccccc3Cc3ccccc3N2O1,7.88
ZINC000004638322,C[C@H]1CCc2cc(F)cc3c(CCN)cn1c23,6.57
ZINC000004857621,CN1CCC(N(C)S(=O)(=O)c2ccc(Cl)cc2)CC1,6.27
ZINC000005734222,COc1cccc2[nH]cc(CCN)c12,8.04
ZINC000005735105,COc1ccc2[nH]cc([C@@H](C)CN)c2c1,8.66
ZINC000005765126,COc1cc(C[C@@H](C)N)c(OC)cc1C,7.72
ZINC000005765127,COc1cc(C[C@H](C)N)c(OC)cc1C,7.72
ZINC000005845906,CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2NC1,8.22
ZINC000005966229,CN1CCC(=C2c3ccccc3CCc3ccccc32)CC1,8.05
ZINC000005966958,CN1CCc2ccc(O)cc2[C@H](c2ccccc2)C1,6.88
