id,smiles,pKi
ZINC000020621758,CCOc1cc(N)c(Cl)cc1C(=O)NC[C@H]1CN(Cc2ccc(F)cc2)CCO1,7.16
ZINC000022117939,O=C(O)CN1CCN(c2ccc3ccccc3n2)CC1,5.24
ZINC000022924617,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CC2CCN(CCN)CC2)CC1,7.84
ZINC000022939279,CN1CCN(CCNC(=O)n2c(=O)n(C)c3ccccc32)CC1,6.51
ZINC000022939282,CCn1c(=O)n(C(=O)NCCN2CCN(C)CC2)c2ccccc21,7.12
ZINC000022939285,CCCn1c(=O)n(C(=O)NCCN2CCN(C)CC2)c2ccccc21,6.6
ZINC000022939291,CN1CCN(CCNC(=O)n2c(=O)n(C3CC3)c3ccccc32)CC1,7.99
ZINC000022939294,CCN1CCN(CCNC(=O)n2c(=O)n(CC)c3ccccc32)CC1,7.75
ZINC000022939298,CCCN1CCN(CCNC(=O)n2c(=O)n(CC)c3ccccc32)CC1,7.77
ZINC000022939300,CCn1c(=O)n(C(=O)NCCN2CCN(C(C)C)CC2)c2ccccc21,7.6
ZINC000022939303,CCCCN1CCN(CCNC(=O)n2c(=O)n(CC)c3ccccc32)CC1,7.47
ZINC000022939306,CCCN1CCN(CCNC(=O)n2c(=O)n(C3CC3)c3ccccc32)CC1,8.09
ZINC000022939312,CCCCN1CCN(CCNC(=O)n2c(=O)n(C3CC3)c3ccccc32)CC1,7.88
ZINC000022939315,CN1CCN(CNC(=O)n2c(=O)n(C3CC3)c3ccccc32)CC1,7.31
ZINC000022939318,CN1CCN(CCCNC(=O)n2c(=O)n(C3CC3)c3ccccc32)CC1,7.4
ZINC000022939324,CCN1CCN(CCNC(=O)n2c(=O)n(C(C)C)c3ccccc32)CC1,6.98
ZINC000022939327,CCCN1CCN(CCNC(=O)n2c(=O)n(C(C)C)c3ccccc32)CC1,7.06
ZINC000022939330,CC(C)N1CCN(CCNC(=O)n2c(=O)n(C(C)C)c3ccccc32)CC1,7.05
ZINC000022939333,CCCCN1CCN(CCNC(=O)n2c(=O)n(C(C)C)c3ccccc32)CC1,7.41
ZINC000022939336,CC(C)n1c(=O)n(C(=O)NCCN2CCN(CCCOc3ccc(F)cc3)CC2)c2ccccc21,6.43
ZINC000022939338,CC(C)n1c(=O)n(C(=O)NCCN2CCN(Cc3ccc(F)cc3)CC2)c2ccccc21,6.58
ZINC000022939341,CC(C)n1c(=O)n(C(=O)NCCN2CCN(C)CC2)c2cc(F)ccc21,6.96
ZINC000022939344,Cc1cccc2c1n(C(C)C)c(=O)n2C(=O)NCCN1CCN(C)CC1,6.66
ZINC000022939347,CN1CCN(CCNC(=O)n2c(=O)[nH]c3ccccc32)CC1,6.0
ZINC000026262906,COc1cc(N)c(Cl)cc1C(=O)NCCC12C[C@@H]3CN(C[C@@H]3C1)C2,5.78
ZINC000026262917,COc1cc(N)c(Cl)cc1C(=O)NCC12C[C@@H]3CN(C[C@@H]3C1)C2,6.66
