id,smiles,pKi
ZINC000012356225,O=C1C[C@@H](CN2CCC(c3noc4cc(F)ccc34)CC2)Cc2sccc21,6.24
ZINC000012356226,O=C1C[C@H](CN2CCC(c3noc4cc(F)ccc34)CC2)Cc2sccc21,6.24
ZINC000012356227,COc1ccccc1N1CCN(CC[C@@H]2CCc3ccccc3C2=O)CC1,7.13
ZINC000012356229,COc1ccccc1N1CCN(CC[C@H]2CCc3ccccc3C2=O)CC1,7.13
ZINC000012437293,COc1cccc2c1OC1(CCN(C)CC1)N1N=C(c3ccc(Br)cc3)C[C@@H]21,5.89
ZINC000013471602,COc1ccccc1N1CCN(C[C@@H]2CC(=O)c3ccccc32)CC1,7.04
ZINC000013471603,COc1ccccc1N1CCN(C[C@H]2CC(=O)c3ccccc32)CC1,7.04
ZINC000013471604,O=C1C[C@@H](CN2CCN(c3ccccn3)CC2)c2ccccc21,6.35
ZINC000013471605,O=C1C[C@H](CN2CCN(c3ccccn3)CC2)c2ccccc21,6.35
ZINC000013471623,O=C(c1ccc(F)cc1)C1CCN(CC[C@@H]2Cc3cc(F)ccc3C2=O)CC1,6.12
ZINC000013471626,O=C(c1ccc(F)cc1)C1CCN(CC[C@H]2Cc3cc(F)ccc3C2=O)CC1,6.12
ZINC000013471628,O=C(c1ccc(F)cc1)C1CCN(CC[C@@H]2CCc3ccccc3C2=O)CC1,7.15
ZINC000013471630,O=C(c1ccc(F)cc1)C1CCN(CC[C@H]2CCc3ccccc3C2=O)CC1,7.15
ZINC000013471632,O=C(c1ccc(F)cc1)C1CCN(CC[C@@H]2CCCc3ccccc3C2=O)CC1,7.4
ZINC000013471634,O=C(c1ccc(F)cc1)C1CCN(CC[C@H]2CCCc3ccccc3C2=O)CC1,7.4
ZINC000013471636,CCc1c(C)[nH]c2c1C(=O)C[C@H](CN1CCN(c3ccccc3OC)CC1)C2,6.9
ZINC000013471638,CCc1c(C)[nH]c2c1C(=O)C[C@@H](CN1CCN(c3ccccc3OC)CC1)C2,6.9
ZINC000013471650,COc1ccccc1N1CCN(C[C@@H]2CC(=O)c3ccsc3C2)CC1,6.78
ZINC000013471651,COc1ccccc1N1CCN(C[C@H]2CC(=O)c3ccsc3C2)CC1,6.78
ZINC000013471653,O=C1C[C@@H](CN2CCN(c3ccccn3)CC2)Cc2sccc21,5.18
ZINC000013471656,O=C1C[C@H](CN2CCN(c3ccccn3)CC2)Cc2sccc21,5.18
ZINC000013471665,COc1ccccc1N1CCN(CC[C@@H]2CCc3sccc3C2=O)CC1,7.19
ZINC000013471668,COc1ccccc1N1CCN(CC[C@H]2CCc3sccc3C2=O)CC1,7.19
ZINC000013471671,O=C1c2ccsc2CC[C@@H]1CCN1CCN(c2ccccn2)CC1,7.01
ZINC000013471674,O=C1c2ccsc2CC[C@H]1CCN1CCN(c2ccccn2)CC1,7.01
ZINC000013471676,O=C1c2ccsc2CC[C@@H]1CCN1CCC(c2noc3cc(F)ccc23)CC1,6.23
ZINC000013471677,O=C(c1ccc(F)cc1)C1CCN(CC[C@@H]2CCc3ccsc3C2=O)CC1,6.48
ZINC000013471678,O=C(c1ccc(F)cc1)C1CCN(CC[C@H]2CCc3ccsc3C2=O)CC1,6.48
