id,smiles,pKi
ZINC000013437201,CN(C)C[C@H]1C[C@H]2c3ccccc3Cc3ccc(F)cc3N2O1,6.52
ZINC000013437204,CN(C)C[C@@H]1C[C@@H]2c3ccccc3Cc3ccc(F)cc3N2O1,6.52
ZINC000013437207,CN(C)C[C@H]1C[C@@H]2c3ccccc3Cc3ccc(F)cc3N2O1,6.52
ZINC000013491358,C[C@H]1C[C@@H](C)N1C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,8.43
ZINC000013491359,C[C@@H]1C[C@@H](C)N1C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,8.7
ZINC000013491360,C[C@H]1C[C@H](C)N1C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,8.62
ZINC000013523588,CN1CCC(c2c[nH]c3c[nH]/c(=N\C(=O)c4ccc(F)cc4)cc23)CC1,7.28
ZINC000013527309,NCCc1c[nH]c2ccc3c(c12)CCCO3,6.96
ZINC000013527312,CN(C)CCc1c[nH]c2ccc3c(c12)CCCO3,6.66
ZINC000013527318,C[C@@H](N)Cc1c[nH]c2ccc3c(c12)CCCO3,5.72
ZINC000013553510,CN1CCC[C@@H]1Cc1c[nH]c2ccc(C3=CCN(C(=O)NC45CC6CC(CC(C6)C4)C5)CC3)cc12,8.4
ZINC000013553516,CN1CCC[C@@H]1Cc1c[nH]c2ccc(C3=CCN(/C(S)=N/C45CC6CC(CC(C6)C4)C5)CC3)cc12,8.25
ZINC000013556905,COc1ccccc1N1CCN(CCN(C(=O)c2ccc(F)c(C)c2)c2ccccn2)CC1,8.54
ZINC000013556906,COc1ccccc1N1CCN(CCN(C(=O)C2CCC(F)CC2)c2ccccn2)CC1,8.98
ZINC000013557014,c1ccc(CC2CCN(CCCc3c[nH]c4ccc(-n5cnnc5)cc34)CC2)cc1,9.52
ZINC000013557016,CN(Cc1ccccc1)C1CCN(CCCc2c[nH]c3ccc(-n4cnnc4)cc23)CC1,8.82
ZINC000013557022,Fc1ccccc1CC1(F)CCN(CCCc2c[nH]c3ccc(-n4cnnc4)cc23)CC1,10.0
ZINC000013557023,Fc1cccc(CC2(F)CCN(CCCc3c[nH]c4ccc(-n5cnnc5)cc34)CC2)c1,9.4
ZINC000013557024,Fc1ccccc1CCC1(F)CCN(CCCc2c[nH]c3ccc(-n4cnnc4)cc23)CC1,9.1
